POST_ID,MS_ID,MS_SPACEID,CAP_COLOR,METER_TYPE,SMART_METE,ACTIVESENS,JURISDICTI,ON_OFF_STR,OSP_ID,STREET_NUM,STREETNAME,STREET_SEG,RATEAREA,SFPARKAREA,LOCATION
444-03043,444-03040,3,Black,MS,N,N,SFMTA,ON,0,304,GRANT AVE,6387000,Area 5,Downtown,"(37.7897872989, -122.4053731986)"
444-03042,444-03040,2,Black,MS,N,N,SFMTA,ON,0,304,GRANT AVE,6387000,Area 5,Downtown,"(37.7897785985, -122.4053713993)"
593-06110,-,0,Grey,SS,N,N,SFMTA,ON,0,611,OFARRELL ST,9731000,Area 3,,"(37.7854821020, -122.4150544980)"
206-01280,-,0,Grey,SS,N,N,SFMTA,ON,0,128,06TH ST,330000,Area 2,,"(37.7803757013, -122.4081105997)"
472-00564,472-00560,4,Black,MS,N,N,SFMTA,ON,0,56,HYDE ST,7114000,Area 5,Civic Center,"(37.7810333007, -122.4152999983)"
472-00563,472-00560,3,Black,MS,N,N,SFMTA,ON,0,56,HYDE ST,7114000,Area 5,Civic Center,"(37.7810212978, -122.4152976011)"
472-00562,472-00560,2,Black,MS,N,N,SFMTA,ON,0,56,HYDE ST,7114000,Area 5,Civic Center,"(37.7810116977, -122.4152956006)"
472-00548,472-00540,8,Black,MS,N,N,SFMTA,ON,0,54,HYDE ST,7114000,Area 5,Civic Center,"(37.7809936990, -122.4152920020)"
472-00547,472-00540,7,Black,MS,N,N,SFMTA,ON,0,54,HYDE ST,7114000,Area 5,Civic Center,"(37.7809870996, -122.4152905994)"
472-00546,472-00540,6,Black,MS,N,N,SFMTA,ON,0,54,HYDE ST,7114000,Area 5,Civic Center,"(37.7809787010, -122.4152889007)"
472-00545,472-00540,5,Black,MS,N,N,SFMTA,ON,0,54,HYDE ST,7114000,Area 5,Civic Center,"(37.7809684974, -122.4152867996)"
472-00544,472-00540,4,Black,MS,N,N,SFMTA,ON,0,54,HYDE ST,7114000,Area 5,Civic Center,"(37.7809595008, -122.4152850003)"
472-00543,472-00540,3,Black,MS,N,N,SFMTA,ON,0,54,HYDE ST,7114000,Area 5,Civic Center,"(37.7809499008, -122.4152831004)"
472-00542,472-00540,2,Black,MS,N,N,SFMTA,ON,0,54,HYDE ST,7114000,Area 5,Civic Center,"(37.7809415021, -122.4152814017)"
472-00527,472-00520,7,Black,MS,N,N,SFMTA,ON,0,52,HYDE ST,7114000,Area 5,Civic Center,"(37.7809224025, -122.4152775013)"
472-00526,472-00520,6,Black,MS,N,N,SFMTA,ON,0,52,HYDE ST,7114000,Area 5,Civic Center,"(37.7809134004, -122.4152756014)"
472-00525,472-00520,5,Black,MS,N,N,SFMTA,ON,0,52,HYDE ST,7114000,Area 5,Civic Center,"(37.7809032024, -122.4152736009)"
472-00524,472-00520,4,Black,MS,N,N,SFMTA,ON,0,52,HYDE ST,7114000,Area 5,Civic Center,"(37.7808936023, -122.4152716004)"
472-00523,472-00520,3,Black,MS,N,N,SFMTA,ON,0,52,HYDE ST,7114000,Area 5,Civic Center,"(37.7808846001, -122.4152698011)"
472-00522,472-00520,2,Black,MS,N,N,SFMTA,ON,0,52,HYDE ST,7114000,Area 5,Civic Center,"(37.7808725973, -122.4152673983)"
520-02033,520-02030,3,Red,MS,N,N,SFMTA,ON,0,205,KEARNY ST,7751000,Area 5,Downtown,"(37.7900968985, -122.4039810986)"
400-01210,-,0,Yellow,SS,N,N,SFMTA,ON,0,121,EDDY ST,5059000,Area 1,,"(37.7841879976, -122.4101035983)"
401-02090,-,0,Red,SS,N,N,SFMTA,ON,0,209,ELLIS ST,5172000,Area 1,,"(37.7851680041, -122.4098899101)"
582-00230,-,0,Red,SS,N,N,SFMTA,ON,0,23,NEW MONTGOMERY ST,9541000,Area 5,Downtown,"(37.7881630984, -122.4012695027)"
400-03330,-,0,Grey,SS,N,N,SFMTA,ON,0,333,EDDY ST,5061002,Area 2,,"(37.7837418009, -122.4136530996)"
568-06480,-,0,Grey,SS,Y,N,SFMTA,ON,0,648,MISSION ST,9093000,Area 5,Downtown,"(37.7871980005, -122.4009445027)"
568-06550,-,0,Grey,SS,Y,N,SFMTA,ON,0,655,MISSION ST,9093000,Area 5,Downtown,"(37.7869796016, -122.4009636023)"
616-04050,-,0,Grey,SS,N,N,SFMTA,ON,0,405,POWELL ST,10679000,Area 5,Downtown,"(37.7884702002, -122.4085054991)"
336-04270,-,0,Yellow,SS,N,N,SFMTA,ON,0,427,BUSH ST,3430000,Area 5,Downtown,"(37.7905683023, -122.4049891007)"
661-01140,-,0,Yellow,SS,N,N,SFMTA,ON,0,114,STEVENSON ST,12166000,Area 5,Downtown,"(37.7885820986, -122.4011637007)"
661-01261,661-01260,1,Black,MS,N,N,SFMTA,ON,0,126,STEVENSON ST,12166000,Area 5,Downtown,"(37.7884292015, -122.4013578982)"
444-01210,444-01003,21,Yellow,MS,Y,N,SFMTA,ON,0,121,GRANT AVE,6383000,Area 5,Downtown,"(37.7883928017, -122.4052332991)"
444-03500,-,0,Red,SS,N,N,SFMTA,ON,0,350,GRANT AVE,6388000,Area 5,Downtown,"(37.7902106018, -122.4054602978)"
205-03050,-,0,Grey,SS,N,N,SFMTA,ON,0,305,05TH ST,299000,Area 5,South Embarcadero,"(37.7801650976, -122.4031137002)"
470-08650,-,0,Grey,SS,N,N,SFMTA,ON,0,865,HOWARD ST,7039001,Area 5,Downtown,"(37.7820409004, -122.4041000993)"
418-07130,-,0,Yellow,SS,N,N,SFMTA,ON,0,713,FOLSOM ST,5662000,Area 5,South Embarcadero,"(37.7833784007, -122.3992908985)"
401-03420,-,0,Grey,SS,N,N,SFMTA,ON,0,342,ELLIS ST,5173000,Area 2,,"(37.7849609991, -122.4125376024)"
562-03020,-,0,Red,SS,N,N,SFMTA,ON,0,302,MASON ST,8802000,Area 1,,"(37.7863366985, -122.4096409005)"
442-01280,-,0,Yellow,SS,N,N,SFMTA,ON,0,128,GOLDEN GATE AVE,6260000,Area 2,,"(37.7820209292, -122.4131853839)"
546-02030,-,0,Grey,SS,N,N,SFMTA,ON,0,203,LEAVENWORTH ST,8240000,Area 2,,"(37.7829855377, -122.4141656418)"
546-02050,-,0,Grey,SS,N,N,SFMTA,ON,0,205,LEAVENWORTH ST,8240000,Area 2,,"(37.7830450510, -122.4141778198)"
563-00160,-,0,Grey,SS,N,N,SFMTA,ON,0,16,MCALLISTER ST,8888000,Area 2,,"(37.7811151615, -122.4127019714)"
563-00200,-,0,Grey,SS,N,N,SFMTA,ON,0,20,MCALLISTER ST,8888000,Area 2,,"(37.7810988975, -122.4128295182)"
563-00180,-,0,Grey,SS,N,N,SFMTA,ON,0,18,MCALLISTER ST,8888000,Area 2,,"(37.7811069193, -122.4127666092)"
563-01200,-,0,Grey,SS,N,N,SFMTA,ON,0,120,MCALLISTER ST,8890000,Area 2,,"(37.7808926021, -122.4144504980)"
686-02140,-,0,Grey,SS,N,N,SFMTA,ON,0,214,TURK ST,12718000,Area 2,,"(37.7829875023, -122.4130266027)"
686-03330,-,0,Grey,SS,N,N,SFMTA,ON,0,333,TURK ST,12719000,Area 2,,"(37.7825811979, -122.4152745006)"
502-05030,-,0,Grey,SS,N,N,SFMTA,ON,0,503,JONES ST,7570000,Area 2,,"(37.7859319978, -122.4130781011)"
203-01410,-,0,Grey,SS,N,N,SFMTA,ON,0,141,03RD ST,167000,Area 5,Downtown,"(37.7855720007, -122.4010287018)"
463-00170,-,0,Red,SS,Y,N,SFMTA,ON,0,17,HAWTHORNE ST,6809000,Area 5,Downtown,"(37.7854890981, -122.3987728019)"
204-03660,-,0,Yellow,SS,N,N,SFMTA,ON,0,366,04TH ST,258000,Area 5,South Embarcadero,"(37.7809120984, -122.3999222011)"
472-01320,-,0,Grey,SS,N,N,SFMTA,ON,0,132,HYDE ST,7115000,Area 5,Civic Center,"(37.7824683999, -122.4155893975)"
336-08200,-,0,Grey,SS,N,N,SFMTA,ON,0,820,BUSH ST,3438000,Area 1,,"(37.7899291989, -122.4111384002)"
562-06060,-,0,Grey,SS,N,N,SFMTA,ON,0,606,MASON ST,8807000,Area 1,,"(37.7892475993, -122.4102225990)"
205-03400,-,0,Grey,SS,N,N,SFMTA,ON,0,340,05TH ST,300003,Area 5,South Embarcadero,"(37.7794588999, -122.4025325996)"
681-07300,-,0,Grey,SS,N,N,SFMTA,ON,0,730,TAYLOR ST,12437000,Area 1,,"(37.7896298979, -122.4119913985)"
502-01180,-,0,Grey,SS,N,N,SFMTA,ON,0,118,JONES ST,7564000,Area 2,,"(37.7826587026, -122.4122636986)"
568-10730,-,0,Grey,SS,N,N,SFMTA,ON,0,1073,MISSION ST,9100000,Area 2,,"(37.7795908981, -122.4103239977)"
666-08142,666-08140,2,Black,MS,Y,N,SFMTA,ON,0,814,SUTTER ST,12326000,MC3,,"(37.7885908996, -122.4140872990)"
666-08143,666-08140,3,Black,MS,Y,N,SFMTA,ON,0,814,SUTTER ST,12326000,MC3,,"(37.7885893014, -122.4140998998)"
666-08144,666-08140,4,Black,MS,Y,N,SFMTA,ON,0,814,SUTTER ST,12326000,MC3,,"(37.7885877983, -122.4141118021)"
666-08145,666-08140,5,Black,MS,Y,N,SFMTA,ON,0,814,SUTTER ST,12326000,MC3,,"(37.7885865019, -122.4141221006)"
574-00100,-,0,Grey,SS,N,N,SFMTA,ON,0,10,MABINI ST,8588000,Area 5,South Embarcadero,"(37.7823346973, -122.4000882019)"
681-01020,-,0,Red,SS,N,N,SFMTA,ON,0,102,TAYLOR ST,12427000,Area 1,,"(37.7833986011, -122.4107208976)"
546-05010,-,0,Grey,SS,N,N,SFMTA,ON,0,501,LEAVENWORTH ST,8243000,Area 3,,"(37.7857423992, -122.4147301016)"
368-01050,-,0,Grey,SS,N,N,SFMTA,ON,0,105,CYRIL MAGNIN ST,4571000,Area 1,,"(37.7856050980, -122.4088235979)"
593-05310,-,0,Grey,SS,N,N,SFMTA,ON,0,531,OFARRELL ST,9729000,Area 3,,"(37.7856020023, -122.4140844994)"
562-06300,-,0,Grey,SS,N,N,SFMTA,ON,0,630,MASON ST,8807000,Area 1,,"(37.7897847005, -122.4103315973)"
614-04160,-,0,Red,SS,N,N,SFMTA,ON,0,416,POST ST,10629000,Area 1,,"(37.7882685986, -122.4090849009)"
203-01120,-,0,Grey,SS,N,N,SFMTA,ON,0,112,03RD ST,166000,Area 5,Downtown,"(37.7858797003, -122.4017245003)"
681-00110,-,0,Yellow,SS,N,N,SFMTA,ON,0,11,TAYLOR ST,12425000,Area 1,,"(37.7826566015, -122.4107370020)"
661-01700,-,0,Grey,SS,N,N,SFMTA,ON,0,170,STEVENSON ST,12167000,Area 5,Downtown,"(37.7872913022, -122.4027662982)"
562-00090,-,0,Grey,SS,N,N,SFMTA,ON,0,9,MASON ST,8799000,Area 1,,"(37.7838042014, -122.4092673023)"
418-07350,-,0,Grey,SS,N,N,SFMTA,ON,0,735,FOLSOM ST,5662000,Area 5,South Embarcadero,"(37.7828855001, -122.3999147021)"
418-07480,-,0,Yellow,SS,N,N,SFMTA,ON,0,748,FOLSOM ST,5662000,Area 5,South Embarcadero,"(37.7827447009, -122.4003993996)"
368-01200,-,0,Red,SS,N,N,SFMTA,ON,0,120,CYRIL MAGNIN ST,4571000,Area 1,,"(37.7861119014, -122.4088186023)"
593-05130,-,0,Red,SS,N,N,SFMTA,ON,0,513,OFARRELL ST,9729000,Area 3,,"(37.7856783000, -122.4134874006)"
471-08180,-,0,Grey,SS,Y,N,SFMTA,ON,0,818,HARRISON ST,6719000,Area 5,South Embarcadero,"(37.7803822000, -122.4002963022)"
471-08260,-,0,Grey,SS,Y,N,SFMTA,ON,0,826,HARRISON ST,6719000,Area 5,South Embarcadero,"(37.7801977982, -122.4005305988)"
471-08380,-,0,Grey,SS,Y,N,SFMTA,ON,0,838,HARRISON ST,6719000,Area 5,South Embarcadero,"(37.7799771027, -122.4008111020)"
470-08163,470-08160,3,Grey,MS,N,N,SFMTA,ON,0,818,HOWARD ST,7039001,Area 5,Downtown,"(37.7828532019, -122.4033673980)"
336-06210,-,0,Red,SS,N,N,SFMTA,ON,0,621,BUSH ST,3434000,Area 5,Downtown,"(37.7902057012, -122.4078491011)"
205-01468,205-01460,8,Black,MS,N,N,SFMTA,ON,0,146,05TH ST,295000,Area 5,Downtown,"(37.7817753003, -122.4054317993)"
205-01467,205-01460,7,Black,MS,N,N,SFMTA,ON,0,146,05TH ST,295000,Area 5,Downtown,"(37.7817827993, -122.4054411982)"
205-01466,205-01460,6,Black,MS,N,N,SFMTA,ON,0,146,05TH ST,295000,Area 5,Downtown,"(37.7817902983, -122.4054506027)"
205-01465,205-01460,5,Black,MS,N,N,SFMTA,ON,0,146,05TH ST,295000,Area 5,Downtown,"(37.7817968027, -122.4054588002)"
205-01464,205-01460,4,Black,MS,N,N,SFMTA,ON,0,146,05TH ST,295000,Area 5,Downtown,"(37.7818047990, -122.4054688026)"
205-01463,205-01460,3,Black,MS,N,N,SFMTA,ON,0,146,05TH ST,295000,Area 5,Downtown,"(37.7818112978, -122.4054768995)"
206-01130,-,0,Grey,SS,N,N,SFMTA,ON,0,113,06TH ST,329000,Area 2,,"(37.7806980067, -122.4082096182)"
681-00101,681-00100,1,Yellow,MS,N,N,SFMTA,ON,0,6,TAYLOR ST,12425000,Area 1,,"(37.7825474021, -122.4105472022)"
501-01205,501-01200,5,Black,MS,N,N,SFMTA,ON,0,120,JESSIE ST,7517000,Area 5,Downtown,"(37.7880321004, -122.4009264984)"
501-01204,501-01200,4,Black,MS,N,N,SFMTA,ON,0,120,JESSIE ST,7517000,Area 5,Downtown,"(37.7880410020, -122.4009151996)"
501-01203,501-01200,3,Black,MS,N,N,SFMTA,ON,0,120,JESSIE ST,7517000,Area 5,Downtown,"(37.7880493001, -122.4009046999)"
205-03070,-,0,Grey,SS,N,N,SFMTA,ON,0,307,05TH ST,299000,Area 5,South Embarcadero,"(37.7801184998, -122.4030553007)"
401-02331,401-02330,1,Black,MS,N,N,SFMTA,ON,0,233,ELLIS ST,5172000,MC1,,"(37.7850851015, -122.4105528013)"
206-01060,-,0,Grey,SS,N,N,SFMTA,ON,0,106,06TH ST,329000,Area 2,,"(37.7807441027, -122.4085726996)"
501-03011,501-03010,1,Black,MS,N,N,SFMTA,ON,0,301,JESSIE ST,7520001,Area 5,Downtown,"(37.7848128014, -122.4048603994)"
606-05390,-,0,Grey,SS,N,N,SFMTA,ON,0,539,PINE ST,10464000,Area 5,Downtown,"(37.7914589019, -122.4055353996)"
471-08510,-,0,Grey,SS,Y,N,SFMTA,ON,0,851,HARRISON ST,6719000,Area 5,South Embarcadero,"(37.7795052015, -122.4010840000)"
614-01320,-,0,Red,SS,N,N,SFMTA,ON,0,132,POST ST,10626000,Area 5,Downtown,"(37.7887922999, -122.4048856010)"
472-05200,-,0,Grey,SS,Y,N,SFMTA,ON,0,520,HYDE ST,7120000,Area 3,,"(37.7860059989, -122.4163077992)"
440-06050,-,0,Yellow,SS,N,N,SFMTA,ON,0,605,GEARY ST,6114000,Area 3,,"(37.7866278020, -122.4134986994)"
444-02070,444-02005,7,Red,MS,Y,N,SFMTA,ON,0,207,GRANT AVE,6384001,Area 5,Downtown,"(37.7889001024, -122.4053234995)"
205-01462,205-01460,2,Black,MS,N,N,SFMTA,ON,0,146,05TH ST,295000,Area 5,Downtown,"(37.7818175004, -122.4054851026)"
205-01328,205-01320,8,Black,MS,N,N,SFMTA,ON,0,132,05TH ST,294000,Area 5,Downtown,"(37.7819201005, -122.4055890997)"
205-01327,205-01320,7,Black,MS,N,N,SFMTA,ON,0,132,05TH ST,294000,Area 5,Downtown,"(37.7819281974, -122.4055986998)"
205-01326,205-01320,6,Black,MS,N,N,SFMTA,ON,0,132,05TH ST,294000,Area 5,Downtown,"(37.7819347017, -122.4056068973)"
205-01325,205-01320,5,Black,MS,N,N,SFMTA,ON,0,132,05TH ST,294000,Area 5,Downtown,"(37.7819416978, -122.4056155977)"
205-01324,205-01320,4,Black,MS,N,N,SFMTA,ON,0,132,05TH ST,294000,Area 5,Downtown,"(37.7819472019, -122.4056224988)"
205-01323,205-01320,3,Black,MS,N,N,SFMTA,ON,0,132,05TH ST,294000,Area 5,Downtown,"(37.7819541980, -122.4056312998)"
205-01322,205-01320,2,Black,MS,N,N,SFMTA,ON,0,132,05TH ST,294000,Area 5,Downtown,"(37.7819601995, -122.4056387988)"
567-00946,567-00940,6,Black,MS,N,N,SFMTA,ON,0,94,MINT ST,9064000,MC1,,"(37.7823108983, -122.4073811003)"
567-00945,567-00940,5,Black,MS,N,N,SFMTA,ON,0,94,MINT ST,9064000,MC1,,"(37.7823229012, -122.4073658005)"
567-00944,567-00940,4,Black,MS,N,N,SFMTA,ON,0,94,MINT ST,9064000,MC1,,"(37.7823164024, -122.4073740986)"
567-00943,567-00940,3,Black,MS,N,N,SFMTA,ON,0,94,MINT ST,9064000,MC1,,"(37.7823034999, -122.4073904992)"
567-00942,567-00940,2,Black,MS,N,N,SFMTA,ON,0,94,MINT ST,9064000,MC1,,"(37.7822952018, -122.4074010995)"
567-00966,567-00960,6,Black,MS,N,N,SFMTA,ON,0,96,MINT ST,9064000,MC1,,"(37.7822668989, -122.4072961972)"
567-00965,567-00960,5,Black,MS,N,N,SFMTA,ON,0,96,MINT ST,9064000,MC1,,"(37.7822605007, -122.4073044003)"
567-00964,567-00960,4,Black,MS,N,N,SFMTA,ON,0,96,MINT ST,9064000,MC1,,"(37.7822540020, -122.4073125978)"
567-00963,567-00960,3,Black,MS,N,N,SFMTA,ON,0,96,MINT ST,9064000,MC1,,"(37.7822466985, -122.4073197001)"
567-00962,567-00960,2,Black,MS,N,N,SFMTA,ON,0,96,MINT ST,9064000,MC1,,"(37.7822384004, -122.4073303004)"
501-03038,501-03030,8,Black,MS,N,N,SFMTA,ON,0,303,JESSIE ST,7520001,Area 5,Downtown,"(37.7847078991, -122.4050006007)"
501-03037,501-03030,7,Black,MS,N,N,SFMTA,ON,0,303,JESSIE ST,7520001,Area 5,Downtown,"(37.7847142023, -122.4049925988)"
501-03036,501-03030,6,Black,MS,N,N,SFMTA,ON,0,303,JESSIE ST,7520001,Area 5,Downtown,"(37.7847218019, -122.4049828981)"
501-03035,501-03030,5,Black,MS,N,N,SFMTA,ON,0,303,JESSIE ST,7520001,Area 5,Downtown,"(37.7847280995, -122.4049750024)"
501-03034,501-03030,4,Black,MS,N,N,SFMTA,ON,0,303,JESSIE ST,7520001,Area 5,Downtown,"(37.7847343021, -122.4049671010)"
501-03033,501-03030,3,Black,MS,N,N,SFMTA,ON,0,303,JESSIE ST,7520001,Area 5,Downtown,"(37.7847412982, -122.4049581994)"
501-03032,501-03030,2,Black,MS,N,N,SFMTA,ON,0,303,JESSIE ST,7520001,Area 5,Downtown,"(37.7847488978, -122.4049485994)"
501-03018,501-03010,8,Black,MS,N,N,SFMTA,ON,0,301,JESSIE ST,7520001,Area 5,Downtown,"(37.7847613980, -122.4049327017)"
501-03017,501-03010,7,Black,MS,N,N,SFMTA,ON,0,301,JESSIE ST,7520001,Area 5,Downtown,"(37.7847689976, -122.4049230010)"
501-03016,501-03010,6,Black,MS,N,N,SFMTA,ON,0,301,JESSIE ST,7520001,Area 5,Downtown,"(37.7847759993, -122.4049142000)"
501-03015,501-03010,5,Black,MS,N,N,SFMTA,ON,0,301,JESSIE ST,7520001,Area 5,Downtown,"(37.7847822019, -122.4049062987)"
501-03014,501-03010,4,Black,MS,N,N,SFMTA,ON,0,301,JESSIE ST,7520001,Area 5,Downtown,"(37.7847884995, -122.4048983973)"
501-03013,501-03010,3,Black,MS,N,N,SFMTA,ON,0,301,JESSIE ST,7520001,Area 5,Downtown,"(37.7847988986, -122.4048850981)"
501-03012,501-03010,2,Black,MS,N,N,SFMTA,ON,0,301,JESSIE ST,7520001,Area 5,Downtown,"(37.7848057997, -122.4048761015)"
401-00410,-,0,Red,SS,N,N,SFMTA,ON,0,41,ELLIS ST,5169000,Area 5,Downtown,"(37.7854581018, -122.4076539983)"
440-02290,-,0,Yellow,SS,N,N,SFMTA,ON,0,229,GEARY ST,6109000,Area 5,Downtown,"(37.7873730984, -122.4077017975)"
568-06140,-,0,Yellow,SS,Y,N,SFMTA,ON,0,614,MISSION ST,9092000,Area 5,Downtown,"(37.7877074973, -122.4002992024)"
207-01400,-,0,Yellow,SS,N,N,SFMTA,ON,0,140,07TH ST,369000,Area 2,,"(37.7784348995, -122.4101109018)"
502-07290,-,0,Grey,SS,N,N,SFMTA,ON,0,729,JONES ST,7574000,Area 2,,"(37.7884229989, -122.4135869999)"
463-00130,-,0,Red,SS,Y,N,SFMTA,ON,0,13,HAWTHORNE ST,6809000,Area 5,Downtown,"(37.7855717995, -122.3988772013)"
444-02200,-,0,Yellow,SS,N,N,SFMTA,ON,0,220,GRANT AVE,6384002,Area 5,Downtown,"(37.7890919977, -122.4052293987)"
203-03120,-,0,Grey,SS,Y,N,SFMTA,ON,0,312,03RD ST,170000,Area 5,South Embarcadero,"(37.7834604987, -122.3986774997)"
442-01420,-,0,Grey,SS,N,N,SFMTA,ON,0,142,GOLDEN GATE AVE,6260000,Area 2,,"(37.7819763654, -122.4135355909)"
442-02050,-,0,Grey,SS,N,N,SFMTA,ON,0,205,GOLDEN GATE AVE,6261000,Area 2,,"(37.7817593020, -122.4141447988)"
568-09720,-,0,Grey,SS,N,N,SFMTA,ON,0,972,MISSION ST,9099000,Area 2,,"(37.7815194008, -122.4081335996)"
472-00880,-,0,Grey,SS,N,N,SFMTA,ON,0,88,HYDE ST,7114000,Area 5,Civic Center,"(37.7813874026, -122.4153718983)"
472-02280,-,0,Yellow,SS,N,N,SFMTA,ON,0,228,HYDE ST,7116000,Area 5,Civic Center,"(37.7833499023, -122.4157653001)"
205-01260,-,0,Yellow,SS,N,N,SFMTA,ON,0,126,05TH ST,294000,Area 5,Downtown,"(37.7820767024, -122.4057844986)"
546-03100,-,0,Green,SS,N,N,SFMTA,ON,0,310,LEAVENWORTH ST,8241000,Area 3,,"(37.7841098000, -122.4142371004)"
546-03200,-,0,Grey,SS,N,N,SFMTA,ON,0,320,LEAVENWORTH ST,8241000,Area 3,,"(37.7844053012, -122.4142960978)"
444-00106,444-00100,6,Black,MS,N,N,SFMTA,ON,0,10,GRANT AVE,6381000,Area 5,Downtown,"(37.7872310978, -122.4048676972)"
444-00105,444-00100,5,Black,MS,N,N,SFMTA,ON,0,10,GRANT AVE,6381000,Area 5,Downtown,"(37.7872221013, -122.4048658979)"
444-00104,444-00100,4,Black,MS,N,N,SFMTA,ON,0,10,GRANT AVE,6381000,Area 5,Downtown,"(37.7872135014, -122.4048641992)"
444-00103,444-00100,3,Black,MS,N,N,SFMTA,ON,0,10,GRANT AVE,6381000,Area 5,Downtown,"(37.7872040019, -122.4048621987)"
202-00037,202-00030,7,Black,MS,N,N,SFMTA,ON,0,3,02ND ST,129000,Area 5,Downtown,"(37.7891590026, -122.4011150018)"
472-02100,-,0,Grey,SS,N,N,SFMTA,ON,0,210,HYDE ST,7116000,Area 5,Civic Center,"(37.7829148983, -122.4156731998)"
205-02480,-,0,Grey,SS,N,N,SFMTA,ON,0,248,05TH ST,298000,Area 5,Downtown,"(37.7805500002, -122.4038967990)"
666-05220,-,0,Red,SS,N,N,SFMTA,ON,0,522,SUTTER ST,12323000,Area 1,,"(37.7891670995, -122.4095423014)"
418-09670,-,0,Grey,SS,N,N,SFMTA,ON,0,967,FOLSOM ST,5666000,Area 2,,"(37.7788941999, -122.4049684980)"
501-01202,501-01200,2,Black,MS,N,N,SFMTA,ON,0,120,JESSIE ST,7517000,Area 5,Downtown,"(37.7880570003, -122.4008948986)"
501-01167,501-01160,7,Black,MS,N,N,SFMTA,ON,0,116,JESSIE ST,7517000,Area 5,Downtown,"(37.7880759993, -122.4008708985)"
501-01166,501-01160,6,Black,MS,N,N,SFMTA,ON,0,116,JESSIE ST,7517000,Area 5,Downtown,"(37.7880831015, -122.4008619019)"
501-01165,501-01160,5,Black,MS,N,N,SFMTA,ON,0,116,JESSIE ST,7517000,Area 5,Downtown,"(37.7880897009, -122.4008535982)"
501-01164,501-01160,4,Black,MS,N,N,SFMTA,ON,0,116,JESSIE ST,7517000,Area 5,Downtown,"(37.7880974011, -122.4008438976)"
501-01163,501-01160,3,Black,MS,N,N,SFMTA,ON,0,116,JESSIE ST,7517000,Area 5,Downtown,"(37.7881044977, -122.4008349010)"
501-01162,501-01160,2,Black,MS,N,N,SFMTA,ON,0,116,JESSIE ST,7517000,Area 5,Downtown,"(37.7881116000, -122.4008258988)"
501-01148,501-01140,8,Black,MS,N,N,SFMTA,ON,0,114,JESSIE ST,7517000,Area 5,Downtown,"(37.7881252010, -122.4008085986)"
501-01147,501-01140,7,Black,MS,N,N,SFMTA,ON,0,114,JESSIE ST,7517000,Area 5,Downtown,"(37.7881322977, -122.4007996020)"
501-01146,501-01140,6,Black,MS,N,N,SFMTA,ON,0,114,JESSIE ST,7517000,Area 5,Downtown,"(37.7881382992, -122.4007920974)"
501-01145,501-01140,5,Black,MS,N,N,SFMTA,ON,0,114,JESSIE ST,7517000,Area 5,Downtown,"(37.7881447979, -122.4007838999)"
501-01144,501-01140,4,Black,MS,N,N,SFMTA,ON,0,114,JESSIE ST,7517000,Area 5,Downtown,"(37.7881519002, -122.4007748977)"
501-01143,501-01140,3,Black,MS,N,N,SFMTA,ON,0,114,JESSIE ST,7517000,Area 5,Downtown,"(37.7881583990, -122.4007665996)"
501-01142,501-01140,2,Black,MS,N,N,SFMTA,ON,0,114,JESSIE ST,7517000,Area 5,Downtown,"(37.7881661997, -122.4007568990)"
501-01122,501-01120,2,Black,MS,N,N,SFMTA,ON,0,112,JESSIE ST,7517000,Area 5,Downtown,"(37.7882124008, -122.4006983989)"
470-06327,470-06320,7,Black,MS,N,N,SFMTA,ON,0,632,HOWARD ST,7035000,Area 5,Downtown,"(37.7863458012, -122.3989382998)"
470-06326,470-06320,6,Black,MS,N,N,SFMTA,ON,0,632,HOWARD ST,7035000,Area 5,Downtown,"(37.7863525012, -122.3989298006)"
470-06325,470-06320,5,Black,MS,N,N,SFMTA,ON,0,632,HOWARD ST,7035000,Area 5,Downtown,"(37.7863584020, -122.3989223015)"
470-06324,470-06320,4,Black,MS,N,N,SFMTA,ON,0,632,HOWARD ST,7035000,Area 5,Downtown,"(37.7863646996, -122.3989144002)"
470-06323,470-06320,3,Black,MS,N,N,SFMTA,ON,0,632,HOWARD ST,7035000,Area 5,Downtown,"(37.7863718019, -122.3989053980)"
470-08321,470-08320,1,Grey,MS,N,N,SFMTA,ON,0,834,HOWARD ST,7039001,Area 5,Downtown,"(37.7826318973, -122.4036389996)"
614-06090,-,0,Grey,SS,N,N,SFMTA,ON,0,609,POST ST,10631000,Area 2,,"(37.7877615997, -122.4120353979)"
562-01222,562-01220,2,Black,MS,N,N,SFMTA,ON,0,122,MASON ST,8800000,MC1,,"(37.7849808027, -122.4093693995)"
562-03225,562-03220,5,Black,MS,N,N,SFMTA,ON,0,322,MASON ST,8803000,MC1,,"(37.7868707989, -122.4097503011)"
562-03224,562-03220,4,Black,MS,N,N,SFMTA,ON,0,322,MASON ST,8803000,MC1,,"(37.7868631993, -122.4097487980)"
562-03223,562-03220,3,Black,MS,N,N,SFMTA,ON,0,322,MASON ST,8803000,MC1,,"(37.7868547001, -122.4097469986)"
562-03222,562-03220,2,Black,MS,N,N,SFMTA,ON,0,322,MASON ST,8803000,MC1,,"(37.7868481007, -122.4097457022)"
562-03205,562-03200,5,Black,MS,N,N,SFMTA,ON,0,320,MASON ST,8803000,MC1,,"(37.7868286994, -122.4097417013)"
